,faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout,playoffScore,last5PlayoffScore,winRateAgainst500Teams
326,0.498855,6,15,2.5,17,2.83333,4,,0.85,0.85,0.33333,4,0.333333,0.333333,2,20002001,26.33333,27.66666,Detroit Red Wings,17,,2,2,0,0.125,0.0,0.14634146341463414
71,0.491155,13,34,2.61538,25,1.92307,6,,0.777777,0.777778,0.53846,14,0.12,0.12,7,20002001,27.84615,25.61538,Los Angeles Kings,26,,7,3,0,0.4375,0.0,0.12195121951219512
230,0.517482,6,16,2.66666,13,2.16666,4,,0.846153,0.846154,0.33333,4,0.16129,0.16129,2,20002001,31.33333,25.33333,Edmonton Oilers,22,,2,1,0,0.125,0.0,0.13414634146341464
222,0.490304,11,24,2.18181,28,2.54545,4,,0.895833,0.875,0.63636,14,0.230769,0.230769,7,20002001,29.90909,22.45454,Toronto Maple Leafs,10,,7,5,0,0.4375,0.0,0.08536585365853659
298,0.530732,23,41,1.7826,69,3.0,7,,0.858695,0.858696,0.69565,32,0.181034,0.198275,16,20002001,27.04347,26.26086,Colorado Avalanche,21,,16,13,0,1.0,0.0,0.08536585365853659
14,0.475138,25,52,2.08,69,2.76,10,,0.865384,0.836539,0.6,30,0.138613,0.158415,15,20002001,20.28,28.96,New Jersey Devils,1,,15,13,0,0.9375,0.0,0.10975609756097561
193,0.495084,15,34,2.26666,40,2.66666,6,,0.921875,0.875,0.6,18,0.129032,0.145161,9,20002001,27.93333,32.66666,St. Louis Blues,19,,9,6,0,0.5625,0.0,0.06097560975609756
260,0.450549,6,21,3.5,13,2.16666,4,,0.722222,0.666667,0.33333,4,0.235294,0.235294,2,20002001,30.33333,29.33333,Philadelphia Flyers,4,,2,2,0,0.125,0.0,0.13414634146341464
261,0.484949,4,16,4.0,9,2.25,4,,0.736842,0.736843,0.0,0,0.25,0.25,0,20002001,29.0,22.0,Vancouver Canucks,23,,0,0,0,0.0,0.0,0.08536585365853659
355,0.555248,6,20,3.33333,8,1.33333,4,,0.916666,0.916667,0.33333,4,0.068965,0.103448,2,20002001,33.5,19.0,Carolina Hurricanes,12,,2,1,0,0.125,0.0,0.13414634146341464
148,0.569819,6,14,2.33333,10,1.66666,4,,0.761904,0.761905,0.33333,4,0.318181,0.318181,2,20002001,25.5,26.83333,Washington Capitals,15,,2,1,0,0.125,0.0,0.13414634146341464
363,0.535425,13,30,2.30769,38,2.92307,6,,0.863636,0.818182,0.53846,14,0.17647,0.196078,7,20002001,26.76923,28.07692,Buffalo Sabres,7,,7,4,0,0.4375,0.0,0.12195121951219512
365,0.501901,4,10,2.5,3,0.75,4,,0.76923,0.769231,0.0,0,0.0,0.0,0,20002001,24.75,30.75,Ottawa Senators,9,,0,0,0,0.0,0.0,0.10975609756097561
94,0.468677,6,16,2.66666,11,1.83333,4,,0.851851,0.814815,0.33333,4,-0.045454,0.0,2,20002001,30.5,26.83333,San Jose Sharks,28,,2,2,0,0.125,0.0,0.08536585365853659
75,0.464799,18,44,2.44444,38,2.11111,9,,0.79452,0.780822,0.5,18,0.131147,0.180327,9,20002001,26.83333,23.55555,Pittsburgh Penguins,5,,9,6,0,0.5625,0.0,0.15853658536585366
354,0.504213,10,26,2.6,22,2.2,6,,0.87234,0.872341,0.4,8,0.093023,0.116279,4,20002001,27.8,30.0,Dallas Stars,25,,4,1,0,0.25,0.0,0.08536585365853659
165,0.538705,23,43,1.86956,47,2.04347,10,,0.854166,0.84375,0.56521,26,0.135922,0.155339,13,20012002,28.7826,28.04347,Carolina Hurricanes,12,,13,6,0,0.8125,0.125,0.07317073170731707
185,0.497175,5,13,2.6,7,1.4,4,,0.925925,0.925926,0.2,2,0.04,0.04,1,20012002,26.6,26.8,Phoenix Coyotes,27,,1,1,0,0.0625,0.0,0.10975609756097561
196,0.501061,7,16,2.28571,13,1.85714,4,,0.923076,0.923077,0.42857,6,0.058823,0.058823,3,20012002,28.85714,25.14285,Los Angeles Kings,26,,3,2,0,0.1875,0.4375,0.15853658536585366
135,0.503605,12,32,2.66666,34,2.83333,5,,0.895833,0.895834,0.58333,14,0.104166,0.104166,7,20012002,27.08333,26.91666,San Jose Sharks,28,,7,7,0,0.4375,0.125,0.12195121951219512
32,0.467455,5,13,2.6,5,1.0,4,,0.75,0.75,0.2,2,0.0,0.058823,1,20012002,27.8,24.2,Chicago Blackhawks,16,,1,1,0,0.0625,0.0,0.15853658536585366
246,0.501449,10,19,1.9,24,2.4,5,,0.928571,0.880953,0.5,10,0.177777,0.2,5,20012002,25.3,26.9,St. Louis Blues,19,,5,5,0,0.3125,0.5625,0.13414634146341464
187,0.446601,6,9,1.5,11,1.83333,4,,0.857142,0.809524,0.33333,4,0.214285,0.214285,2,20012002,24.16666,32.83333,New Jersey Devils,1,,2,2,0,0.125,0.9375,0.13414634146341464
237,0.487031,21,56,2.66666,54,2.57142,10,,0.854838,0.854839,0.5238,22,0.103896,0.12987,11,20012002,28.04761,26.71428,Colorado Avalanche,21,,11,8,0,0.6875,1.0,0.13414634146341464
68,0.517338,20,49,2.45,44,2.2,10,,0.797979,0.79798,0.5,20,0.144444,0.144444,10,20012002,28.15,28.4,Toronto Maple Leafs,10,,10,9,0,0.625,0.4375,0.12195121951219512
318,0.458438,6,20,3.33333,18,3.0,4,,0.851851,0.777778,0.33333,4,0.25,0.25,2,20012002,23.66666,35.33333,Boston Bruins,6,,2,2,0,0.125,0.0,0.06097560975609756
351,0.460975,6,22,3.66666,16,2.66666,4,,0.72,0.72,0.33333,4,0.037037,0.148148,2,20012002,28.33333,24.5,Vancouver Canucks,23,,2,1,0,0.125,0.0,0.06097560975609756
287,0.520205,23,47,2.04347,72,3.13043,7,,0.932692,0.865385,0.69565,32,0.171717,0.191919,16,20012002,24.56521,29.86956,Detroit Red Wings,17,,16,14,0,1.0,0.125,0.17073170731707318
349,0.501877,12,39,3.25,32,2.66666,6,,0.770833,0.770834,0.5,12,0.145833,0.1875,6,20012002,36.08333,23.91666,Montréal Canadiens,8,,6,5,0,0.375,0.0,0.06097560975609756
267,0.496945,7,22,3.14285,21,3.0,4,,0.88372,0.883721,0.42857,6,0.289473,0.289473,3,20012002,30.71428,28.28571,New York Islanders,2,,3,3,0,0.1875,0.0,0.0975609756097561
1,0.539509,5,11,2.2,2,0.4,4,,0.833333,0.833334,0.2,2,0.0625,0.0625,1,20012002,28.8,27.4,Philadelphia Flyers,4,,1,0,0,0.0625,0.125,0.10975609756097561
274,0.441807,12,18,1.5,29,2.41666,5,,0.853658,0.853659,0.58333,14,0.163636,0.163636,7,20012002,27.66666,29.16666,Ottawa Senators,9,,7,6,0,0.4375,0.0,0.14634146341463414
50,0.537634,7,16,2.28571,17,2.42857,4,,0.75862,0.758621,0.42857,6,0.115384,0.153846,3,20022003,25.28571,29.28571,Colorado Avalanche,21,,3,3,0,0.1875,1.6875,0.12195121951219512
49,0.540045,6,14,2.33333,15,2.5,4,,0.851851,0.851852,0.33333,4,0.148148,0.185185,2,20022003,32.0,29.83333,Washington Capitals,15,,2,2,0,0.125,0.125,0.06097560975609756
93,0.513931,5,13,2.6,8,1.6,4,,0.863636,0.863637,0.2,2,0.166666,0.166666,1,20022003,27.2,28.0,Boston Bruins,6,,1,1,0,0.0625,0.125,0.0975609756097561
90,0.508456,13,33,2.53846,34,2.61538,7,,0.84,0.82,0.46153,12,0.02,0.1,6,20022003,27.23076,32.0,Philadelphia Flyers,4,,6,5,0,0.375,0.1875,0.0975609756097561
99,0.548812,21,40,1.90476,45,2.14285,6,,0.914285,0.871429,0.71428,30,0.1,0.114285,15,20022003,33.5238,26.95238,Anaheim Ducks,24,,15,8,0,0.9375,0.0,0.10975609756097561
356,0.470227,24,41,1.70833,63,2.625,8,,0.905405,0.891892,0.66666,32,0.130952,0.154761,16,20022003,26.25,28.58333,New Jersey Devils,1,,16,14,0,1.0,1.0625,0.12195121951219512
164,0.487079,18,34,1.88888,43,2.38888,7,,0.958904,0.917809,0.61111,22,0.135802,0.148148,11,20022003,24.94444,27.44444,Ottawa Senators,9,,11,7,0,0.6875,0.4375,0.14634146341463414
56,0.513611,7,24,3.42857,16,2.28571,4,,0.90909,0.848485,0.42857,6,0.08,0.12,3,20022003,40.28571,27.0,Toronto Maple Leafs,10,,3,1,0,0.1875,1.0625,0.12195121951219512
97,0.453186,18,43,2.38888,43,2.38888,10,,0.841269,0.809524,0.44444,16,0.178082,0.219178,8,20022003,28.33333,24.94444,Minnesota Wild,30,,8,6,0,0.5,0.0,0.17073170731707318
257,0.505524,6,20,3.33333,11,1.83333,4,,0.846153,0.820513,0.33333,4,0.043478,0.043478,2,20022003,29.0,22.33333,Edmonton Oilers,22,,2,2,0,0.125,0.125,0.18292682926829268
283,0.466417,11,29,2.63636,22,2.0,6,,0.837209,0.790698,0.45454,10,0.135135,0.135135,5,20022003,31.63636,29.90909,Tampa Bay Lightning,14,,5,3,0,0.3125,0.0,0.0975609756097561
255,0.544651,14,47,3.35714,34,2.42857,7,,0.789473,0.763158,0.5,14,0.164383,0.178082,7,20022003,24.78571,27.14285,Vancouver Canucks,23,,7,5,0,0.4375,0.125,0.14634146341463414
252,0.480192,12,25,2.08333,34,2.83333,6,,0.92,0.9,0.5,12,0.137931,0.172413,6,20022003,25.83333,31.83333,Dallas Stars,25,,6,6,0,0.375,0.25,0.13414634146341464
182,0.542372,4,10,2.5,6,1.5,4,,1.0,1.0,0.0,0,0.142857,0.142857,0,20022003,30.0,42.75,Detroit Red Wings,17,,0,0,0,0.0,1.125,0.14634146341463414
178,0.43,7,17,2.42857,21,3.0,4,,0.851063,0.851064,0.42857,6,0.1875,0.208333,3,20022003,26.14285,28.28571,St. Louis Blues,19,,3,3,0,0.1875,0.875,0.0975609756097561
218,0.534482,5,13,2.6,7,1.4,4,,0.857142,0.857143,0.2,2,0.096774,0.096774,1,20022003,27.6,27.2,New York Islanders,2,,1,1,0,0.0625,0.1875,0.08536585365853659
219,0.520958,5,12,2.4,9,1.8,4,,0.967741,0.903226,0.2,2,0.0,0.045454,1,20032004,23.4,25.6,St. Louis Blues,19,,1,1,0,0.0625,1.0625,0.0975609756097561
284,0.486875,23,43,1.86956,60,2.60869,7,,0.881578,0.855264,0.69565,32,0.18,0.21,16,20032004,26.7826,26.17391,Tampa Bay Lightning,14,,16,13,0,1.0,0.3125,0.13414634146341464
224,0.481182,5,19,3.8,10,2.0,4,,0.714285,0.714286,0.2,2,0.090909,0.181818,1,20032004,24.0,31.2,Dallas Stars,25,,1,0,0,0.0625,0.625,0.15853658536585366
96,0.575087,12,20,1.66666,24,2.0,6,,0.98,0.96,0.5,12,0.076923,0.096153,6,20032004,23.41666,32.08333,Detroit Red Wings,17,,6,6,0,0.375,1.125,0.12195121951219512
372,0.532951,11,28,2.54545,24,2.18181,7,,0.880952,0.880953,0.36363,8,0.1,0.125,4,20032004,30.90909,29.0909,Montréal Canadiens,8,,4,4,0,0.25,0.375,0.13414634146341464
240,0.544386,11,24,2.18181,26,2.36363,5,,0.851063,0.808511,0.54545,12,0.1875,0.1875,6,20032004,27.54545,25.90909,Colorado Avalanche,21,,6,3,0,0.375,1.875,0.12195121951219512
270,0.401459,6,12,2.0,9,1.5,4,,0.965517,0.931035,0.33333,4,0.0,0.034482,2,20032004,32.83333,21.33333,Nashville Predators,18,,2,2,0,0.125,0.0,0.0975609756097561
206,0.485245,5,14,2.8,9,1.8,4,,0.666666,0.666667,0.2,2,0.166666,0.166666,1,20032004,26.8,31.0,New Jersey Devils,1,,1,1,0,0.0625,2.0625,0.0975609756097561
300,0.481481,7,19,2.71428,14,2.0,4,,0.9,0.9,0.42857,6,0.08,0.08,3,20032004,30.42857,32.14285,Boston Bruins,6,,3,1,0,0.1875,0.1875,0.15853658536585366
364,0.460413,17,32,1.88235,38,2.23529,7,,0.930555,0.916667,0.58823,20,0.098765,0.135802,10,20032004,27.23529,24.41176,San Jose Sharks,28,,10,9,0,0.625,0.5625,0.08536585365853659
175,0.511052,18,43,2.38888,50,2.77777,7,,0.84507,0.802817,0.61111,22,0.131147,0.131147,11,20032004,28.22222,26.77777,Philadelphia Flyers,4,,11,9,0,0.6875,0.5625,0.0975609756097561
375,0.514925,7,19,2.71428,16,2.28571,4,,0.85,0.85,0.42857,6,0.179487,0.205128,3,20032004,29.14285,29.42857,Vancouver Canucks,23,,3,2,0,0.1875,0.5625,0.12195121951219512
39,0.509615,13,28,2.15384,27,2.07692,7,,0.896551,0.896552,0.46153,12,0.084745,0.101694,6,20032004,30.0,23.92307,Toronto Maple Leafs,10,,6,6,0,0.375,1.25,0.13414634146341464
2,0.510574,5,12,2.4,5,1.0,4,,0.913043,0.913044,0.2,2,0.0625,0.125,1,20032004,24.2,28.4,New York Islanders,2,,1,1,0,0.0625,0.25,0.15853658536585366
36,0.483805,26,53,2.03846,60,2.30769,11,,0.851239,0.826447,0.57692,30,0.138888,0.138888,15,20032004,27.5,26.84615,Calgary Flames,20,,15,10,0,0.9375,0.0,0.0975609756097561
10,0.497907,7,14,2.0,11,1.57142,4,,0.875,0.875,0.42857,6,0.085714,0.085714,3,20032004,22.0,34.0,Ottawa Senators,9,,3,2,0,0.1875,1.125,0.13414634146341464
0,0.41255,11,29,2.63636,29,2.63636,5,,0.806451,0.806452,0.54545,12,0.125,0.152777,6,20052006,28.63636,31.45454,San Jose Sharks,28,,6,6,0,0.375,1.1875,0.36585365853658536
336,0.520618,24,61,2.54166,70,2.91666,9,,0.879746,0.86076,0.625,30,0.16312,0.170212,15,20052006,31.66666,27.29166,Edmonton Oilers,22,,15,12,0,0.9375,0.25,0.3780487804878049
316,0.505582,9,31,3.44444,22,2.44444,5,,0.9,0.86,0.44444,8,0.076923,0.096153,4,20052006,33.11111,28.55555,Colorado Avalanche,21,,4,1,0,0.25,2.25,0.2804878048780488
118,0.497512,4,17,4.25,4,1.0,4,,0.703703,0.703704,0.0,0,-0.047619,0.095238,0,20052006,26.0,28.5,New York Rangers,3,,0,0,0,0.0,0.0,0.2804878048780488
265,0.511643,25,60,2.4,73,2.92,9,,0.868613,0.854015,0.64,32,0.224806,0.24031,16,20052006,26.96,28.84,Carolina Hurricanes,12,,16,12,0,1.0,0.9375,0.35365853658536583
151,0.474038,16,36,2.25,46,2.875,7,,0.895833,0.885417,0.5625,18,0.068627,0.107843,9,20052006,26.1875,33.0,Anaheim Ducks,24,,9,7,0,0.5625,0.9375,0.3048780487804878
234,0.480712,5,23,4.6,13,2.6,4,,0.666666,0.666667,0.2,2,0.096774,0.129032,1,20052006,31.2,34.2,Tampa Bay Lightning,14,,1,1,0,0.0625,1.3125,0.2926829268292683
34,0.534313,6,19,3.16666,17,2.83333,4,,0.783783,0.783784,0.33333,4,0.2,0.2,2,20052006,26.0,39.66666,Detroit Red Wings,17,,2,1,0,0.125,1.5,0.36585365853658536
168,0.525679,10,29,2.9,36,3.6,5,,0.890909,0.872728,0.5,10,0.196428,0.25,5,20052006,28.9,32.5,Ottawa Senators,9,,5,5,0,0.3125,1.3125,0.4024390243902439
171,0.461839,9,21,2.33333,27,3.0,4,,0.844444,0.755556,0.55555,10,0.189655,0.189655,5,20052006,29.44444,25.44444,New Jersey Devils,1,,5,5,0,0.3125,2.125,0.3048780487804878
192,0.585987,5,17,3.4,10,2.0,4,,0.783783,0.756757,0.2,2,0.1875,0.1875,1,20052006,34.2,27.4,Nashville Predators,18,,1,1,0,0.0625,0.125,0.2682926829268293
242,0.551428,5,18,3.6,15,3.0,4,,0.857142,0.821429,0.2,2,0.129032,0.16129,1,20052006,27.2,31.2,Dallas Stars,25,,1,1,0,0.0625,0.6875,0.3902439024390244
352,0.503325,7,17,2.42857,16,2.28571,4,,0.90909,0.863637,0.42857,6,0.116279,0.139534,3,20052006,29.0,25.28571,Calgary Flames,20,,3,2,0,0.1875,0.9375,0.35365853658536583
123,0.539772,6,15,2.5,17,2.83333,4,,0.8,0.8,0.33333,4,0.222222,0.222222,2,20052006,35.33333,27.83333,Montréal Canadiens,8,,2,1,0,0.125,0.625,0.3048780487804878
61,0.477095,18,49,2.72222,60,3.33333,7,,0.880434,0.826087,0.61111,22,0.141414,0.161616,11,20052006,29.05555,28.05555,Buffalo Sabres,7,,11,6,0,0.6875,0.4375,0.3902439024390244
362,0.502564,6,27,4.5,14,2.33333,4,,0.853658,0.829269,0.33333,4,0.034482,0.103448,2,20052006,34.16666,26.66666,Philadelphia Flyers,4,,2,2,0,0.125,1.25,0.23170731707317074
245,0.495961,10,23,2.3,30,3.0,4,,0.884615,0.884616,0.6,12,0.24074,0.24074,6,20062007,29.2,34.3,New York Rangers,3,,6,5,0,0.375,0.0,0.1951219512195122
115,0.494613,16,39,2.4375,44,2.75,7,,0.813333,0.813334,0.5625,18,0.113636,0.125,9,20062007,30.625,29.875,Buffalo Sabres,7,,9,8,0,0.5625,0.6875,0.2926829268292683
247,0.49696,11,29,2.63636,30,2.72727,6,,0.826086,0.826087,0.45454,10,0.16,0.2,5,20062007,30.27272,28.81818,New Jersey Devils,1,,5,3,0,0.3125,1.5,0.25609756097560976
303,0.470297,12,26,2.16666,21,1.75,7,,0.894736,0.894737,0.41666,10,0.059701,0.059701,5,20062007,36.5,32.16666,Vancouver Canucks,23,,5,2,0,0.3125,0.75,0.3048780487804878
305,0.488023,6,19,3.16666,14,2.33333,4,,0.785714,0.75,0.33333,4,0.153846,0.153846,2,20062007,28.16666,28.0,Tampa Bay Lightning,14,,2,2,0,0.125,1.375,0.24390243902439024
244,0.505468,21,45,2.14285,58,2.7619,5,,0.884297,0.867769,0.7619,32,0.123809,0.15238,16,20062007,27.57142,30.47619,Anaheim Ducks,24,,16,12,0,1.0,1.5,0.3048780487804878
70,0.537473,7,13,1.85714,12,1.71428,4,,0.921052,0.921053,0.42857,6,0.1,0.1,3,20062007,33.0,34.28571,Dallas Stars,25,,3,2,0,0.1875,0.5,0.32926829268292684
17,0.453608,6,18,3.0,10,1.66666,4,,0.894736,0.868422,0.33333,4,0.117647,0.17647,2,20062007,42.5,21.5,Calgary Flames,20,,2,2,0,0.125,1.125,0.2682926829268293
31,0.468468,4,17,4.25,6,1.5,4,,0.791666,0.791667,0.0,0,0.058823,0.058823,0,20062007,35.75,24.75,Atlanta Thrashers,11,,0,0,0,0.0,0.0,0.21951219512195122
136,0.527331,5,17,3.4,11,2.2,4,,0.833333,0.833334,0.2,2,0.105263,0.105263,1,20062007,32.4,26.8,New York Islanders,2,,1,1,0,0.0625,0.3125,0.21951219512195122
249,0.516363,5,12,2.4,9,1.8,4,,0.789473,0.736843,0.2,2,0.037037,0.074074,1,20062007,29.2,28.8,Minnesota Wild,30,,1,1,0,0.0625,0.5,0.2682926829268293
130,0.460526,5,18,3.6,10,2.0,4,,0.75,0.75,0.2,2,0.142857,0.142857,1,20062007,30.2,22.0,Pittsburgh Penguins,5,,1,1,0,0.0625,0.0,0.23170731707317074
81,0.531539,18,35,1.94444,48,2.66666,8,,0.912087,0.868132,0.55555,20,0.165048,0.184466,10,20062007,24.72222,34.66666,Detroit Red Wings,17,,10,8,0,0.625,1.5,0.2926829268292683
339,0.496855,11,27,2.45454,25,2.27272,5,,0.829787,0.829788,0.54545,12,0.035087,0.070175,6,20062007,29.45454,27.90909,San Jose Sharks,28,,6,5,0,0.375,1.4375,0.2804878048780488
183,0.511759,20,47,2.35,59,2.95,7,,0.90909,0.878788,0.65,26,0.189473,0.189473,13,20062007,25.25,28.65,Ottawa Senators,9,,13,11,0,0.8125,1.625,0.24390243902439024
205,0.471698,5,16,3.2,14,2.8,4,,0.966666,0.933334,0.2,2,0.136363,0.136363,1,20062007,32.6,26.8,Nashville Predators,18,,1,1,0,0.0625,0.1875,0.23170731707317074
190,0.464285,7,19,2.71428,17,2.42857,4,,0.806451,0.806452,0.42857,6,0.272727,0.272727,3,20072008,32.71428,23.14285,Calgary Flames,20,,3,3,0,0.1875,1.25,0.2682926829268293
248,0.529255,13,32,2.46153,30,2.30769,7,,0.795454,0.75,0.46153,12,0.142857,0.142857,6,20072008,25.6923,31.92307,San Jose Sharks,28,,6,5,0,0.375,1.375,0.24390243902439024
109,0.490109,7,23,3.28571,20,2.85714,4,,0.777777,0.777778,0.42857,6,0.228571,0.228571,3,20072008,34.71428,31.14285,Washington Capitals,15,,3,3,0,0.1875,0.125,0.25609756097560976
191,0.456071,18,41,2.27777,45,2.5,8,,0.828947,0.828948,0.55555,20,0.155555,0.2,10,20072008,28.44444,27.16666,Dallas Stars,25,,10,7,0,0.625,0.6875,0.2926829268292683
291,0.504761,12,35,2.91666,33,2.75,7,,0.863636,0.84091,0.41666,10,0.10909,0.145454,5,20072008,27.75,33.16666,Montréal Canadiens,8,,5,3,0,0.3125,0.375,0.2073170731707317
46,0.545667,22,41,1.86363,72,3.27272,6,,0.918367,0.857143,0.72727,32,0.188679,0.188679,16,20072008,23.63636,36.5,Detroit Red Wings,17,,16,15,0,1.0,1.125,0.2804878048780488
272,0.49544,6,20,3.33333,13,2.16666,4,,0.736842,0.736843,0.33333,4,0.208333,0.208333,2,20072008,31.33333,23.0,Anaheim Ducks,24,,2,2,0,0.125,2.5,0.2682926829268293
153,0.509971,17,54,3.17647,52,3.05882,8,,0.786666,0.76,0.52941,18,0.194029,0.22388,9,20072008,31.88235,29.94117,Philadelphia Flyers,4,,9,7,0,0.5625,1.1875,0.25609756097560976
251,0.475675,6,17,2.83333,12,2.0,4,,0.884615,0.884616,0.33333,4,0.043478,0.086956,2,20072008,40.33333,24.0,Nashville Predators,18,,2,2,0,0.125,0.25,0.23170731707317074
160,0.523026,5,19,3.8,12,2.4,4,,0.764705,0.764706,0.2,2,0.166666,0.208333,1,20072008,30.0,28.8,New Jersey Devils,1,,1,0,0,0.0625,1.6875,0.3048780487804878
276,0.507331,6,17,2.83333,12,2.0,4,,0.866666,0.8,0.33333,4,0.095238,0.142857,2,20072008,30.16666,33.33333,Minnesota Wild,30,,2,0,0,0.125,0.5625,0.21951219512195122
293,0.487179,10,33,3.3,26,2.6,6,,0.795454,0.772728,0.4,8,0.125,0.208333,4,20072008,35.1,28.6,Colorado Avalanche,21,,4,3,0,0.25,0.8125,0.2804878048780488
275,0.533596,4,16,4.0,5,1.25,4,,0.73913,0.739131,0.0,0,0.076923,0.076923,0,20072008,40.25,28.0,Ottawa Senators,9,,0,0,0,0.0,2.0,0.21951219512195122
137,0.506872,10,27,2.7,31,3.1,5,,0.8125,0.791667,0.5,10,0.166666,0.166666,5,20072008,28.8,29.5,New York Rangers,3,,5,5,0,0.3125,0.375,0.3170731707317073
89,0.495305,7,19,2.71428,15,2.14285,4,,0.939393,0.909091,0.42857,6,0.1,0.1,3,20072008,31.57142,28.57142,Boston Bruins,6,,3,2,0,0.1875,0.25,0.2073170731707317
67,0.471713,20,43,2.15,61,3.05,6,,0.882352,0.870589,0.7,28,0.206521,0.22826,14,20072008,30.6,29.7,Pittsburgh Penguins,5,,14,12,0,0.875,0.0625,0.2804878048780488
72,0.505025,7,17,2.42857,15,2.14285,4,,0.931034,0.931035,0.42857,6,0.111111,0.111111,3,20082009,34.14285,34.57142,New Jersey Devils,1,,3,2,0,0.1875,0.75,0.2804878048780488
21,0.537302,23,48,2.08695,76,3.30434,8,,0.746478,0.732395,0.65217,30,0.226804,0.237113,15,20082009,28.13043,36.30434,Detroit Red Wings,17,,15,13,0,0.9375,2.125,0.25609756097560976
189,0.475352,4,11,2.75,5,1.25,4,,0.777777,0.777778,0.0,0,0.041666,0.041666,0,20082009,30.0,32.75,St. Louis Blues,19,,0,0,0,0.0,0.0625,0.18292682926829268
145,0.507598,6,18,3.0,10,1.66666,4,,0.782608,0.782609,0.33333,4,0.166666,0.166666,2,20082009,26.0,38.33333,San Jose Sharks,28,,2,1,0,0.125,1.75,0.23170731707317074
202,0.51282,4,18,4.5,7,1.75,4,,0.681818,0.681819,0.0,0,0.230769,0.230769,0,20082009,35.0,27.5,Columbus Blue Jackets,29,,0,0,0,0.0,0.0,0.2682926829268293
55,0.487106,18,52,2.88888,42,2.33333,10,,0.901408,0.887324,0.44444,16,0.1,0.1,8,20082009,32.16666,31.66666,Carolina Hurricanes,12,,8,5,0,0.5,1.0,0.23170731707317074
369,0.519685,11,22,2.0,34,3.0909,4,,0.888888,0.888889,0.63636,14,0.116279,0.139534,7,20082009,29.45454,29.90909,Boston Bruins,6,,7,7,0,0.4375,0.375,0.2804878048780488
368,0.462686,7,19,2.71428,11,1.57142,4,,0.818181,0.818182,0.42857,6,0.096774,0.129032,3,20082009,30.85714,23.71428,New York Rangers,3,,3,3,0,0.1875,0.6875,0.25609756097560976
169,0.493414,17,54,3.17647,54,3.17647,8,,0.8,0.784616,0.52941,18,0.264705,0.279411,9,20082009,29.94117,29.82352,Chicago Blackhawks,16,,9,6,0,0.5625,0.0,0.21951219512195122
3,0.443298,6,18,3.0,16,2.66666,4,,0.90625,0.875,0.33333,4,0.133333,0.133333,2,20082009,33.33333,32.33333,Philadelphia Flyers,4,,2,2,0,0.125,1.375,0.2682926829268293
114,0.489177,4,17,4.25,6,1.5,4,,0.75,0.75,0.0,0,0.0,0.0,0,20082009,32.5,27.75,Montréal Canadiens,8,,0,0,0,0.0,0.6875,0.24390243902439024
